c5_id,input,prediction_strings,results
19790407008559A,"{'doc_key': 'faa/210_19790407008559A', 'sentences': {0: ['pilot', 'said', 'the', 'elevator', 'control', 'jammed', '.'], 1: ['a', 'parachute', 'was', 'found', 'between', 'the', 'rear', 'seat', 'and', 'control', 'stick', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6], 1: [7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (1, 0), 8: (1, 1), 9: (1, 2), 10: (1, 3), 11: (1, 4), 12: (1, 5), 13: (1, 6), 14: (1, 7), 15: (1, 8), 16: (1, 9), 17: (1, 10), 18: (1, 11)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
19790407008559A,"{'doc_key': 'faa/210_19790407008559A', 'sentences': {0: ['pilot', 'said', 'the', 'elevator', 'control', 'jammed', '.'], 1: ['a', 'parachute', 'was', 'found', 'between', 'the', 'rear', 'seat', 'and', 'control', 'stick', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6], 1: [7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (1, 0), 8: (1, 1), 9: (1, 2), 10: (1, 3), 11: (1, 4), 12: (1, 5), 13: (1, 6), 14: (1, 7), 15: (1, 8), 16: (1, 9), 17: (1, 10), 18: (1, 11)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
19790321010439A,"{'doc_key': 'faa/211_19790321010439A', 'sentences': {0: ['instructor', 'checking', 'out', 'pilot', 'in', 'multiengine', 'airplane', '.'], 1: ['student', 'feathered', 'wrong', 'engine', '.'], 2: ['emergency', 'landing', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7], 1: [8, 9, 10, 11, 12], 2: [13, 14, 15]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (1, 0), 9: (1, 1), 10: (1, 2), 11: (1, 3), 12: (1, 4), 13: (2, 0), 14: (2, 1), 15: (2, 2)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
19790321010439A,"{'doc_key': 'faa/211_19790321010439A', 'sentences': {0: ['instructor', 'checking', 'out', 'pilot', 'in', 'multiengine', 'airplane', '.'], 1: ['student', 'feathered', 'wrong', 'engine', '.'], 2: ['emergency', 'landing', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7], 1: [8, 9, 10, 11, 12], 2: [13, 14, 15]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (1, 0), 9: (1, 1), 10: (1, 2), 11: (1, 3), 12: (1, 4), 13: (2, 0), 14: (2, 1), 15: (2, 2)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]', 2: 'None [+ E]'}",None [+ E]
19790321010439A,"{'doc_key': 'faa/211_19790321010439A', 'sentences': {0: ['instructor', 'checking', 'out', 'pilot', 'in', 'multiengine', 'airplane', '.'], 1: ['student', 'feathered', 'wrong', 'engine', '.'], 2: ['emergency', 'landing', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7], 1: [8, 9, 10, 11, 12], 2: [13, 14, 15]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (1, 0), 9: (1, 1), 10: (1, 2), 11: (1, 3), 12: (1, 4), 13: (2, 0), 14: (2, 1), 15: (2, 2)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]', 2: 'None [+ E]'}",None [+ E]
19790207002459A,"{'doc_key': 'faa/212_19790207002459A', 'sentences': {0: ['engine', 'failed', 'on', 'takeoff', '.'], 1: ['found', 'water', 'in', 'fuel', 'tanks', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4], 1: [5, 6, 7, 8, 9, 10]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (1, 0), 6: (1, 1), 7: (1, 2), 8: (1, 3), 9: (1, 4), 10: (1, 5)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
19790207002459A,"{'doc_key': 'faa/212_19790207002459A', 'sentences': {0: ['engine', 'failed', 'on', 'takeoff', '.'], 1: ['found', 'water', 'in', 'fuel', 'tanks', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4], 1: [5, 6, 7, 8, 9, 10]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (1, 0), 6: (1, 1), 7: (1, 2), 8: (1, 3), 9: (1, 4), 10: (1, 5)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
19790222003429A,"{'doc_key': 'faa/213_19790222003429A', 'sentences': {0: ['attempted', 'takeoff', 'at', '6700', 'ft', 'altitude', 'with', 'frost', 'on', 'wings', '.'], 1: ['acft', 'settled', 'onto', 'ice', 'and', 'snow', 'covered', 'lake', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10], 1: [11, 12, 13, 14, 15, 16, 17, 18, 19]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (0, 10), 11: (1, 0), 12: (1, 1), 13: (1, 2), 14: (1, 3), 15: (1, 4), 16: (1, 5), 17: (1, 6), 18: (1, 7), 19: (1, 8)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
19790222003429A,"{'doc_key': 'faa/213_19790222003429A', 'sentences': {0: ['attempted', 'takeoff', 'at', '6700', 'ft', 'altitude', 'with', 'frost', 'on', 'wings', '.'], 1: ['acft', 'settled', 'onto', 'ice', 'and', 'snow', 'covered', 'lake', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10], 1: [11, 12, 13, 14, 15, 16, 17, 18, 19]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (0, 10), 11: (1, 0), 12: (1, 1), 13: (1, 2), 14: (1, 3), 15: (1, 4), 16: (1, 5), 17: (1, 6), 18: (1, 7), 19: (1, 8)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
19790412014049I,"{'doc_key': 'faa/214_19790412014049I', 'sentences': {0: ['precautionary', 'landing', 'when', 'one', 'side', 'of', 'the', 'engine', 'cowl', 'came', 'open', 'due', 'to', 'a', 'loose', 'dzus', 'fastener', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (0, 10), 11: (0, 11), 12: (0, 12), 13: (0, 13), 14: (0, 14), 15: (0, 15), 16: (0, 16), 17: (0, 17)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}",{0: ''},None [+ E]
19790222003439A,"{'doc_key': 'faa/215_19790222003439A', 'sentences': {0: ['acrft', 'was', 'serviced', '65', 'days', 'prior', 'to', 'accident', '.'], 1: ['had', 'not', 'been', 'flown', 'prior', 'to', 'date', 'of', 'accident', '.'], 2: ['water', 'found', 'in', 'fuel', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8], 1: [9, 10, 11, 12, 13, 14, 15, 16, 17, 18], 2: [19, 20, 21, 22, 23]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (1, 0), 10: (1, 1), 11: (1, 2), 12: (1, 3), 13: (1, 4), 14: (1, 5), 15: (1, 6), 16: (1, 7), 17: (1, 8), 18: (1, 9), 19: (2, 0), 20: (2, 1), 21: (2, 2), 22: (2, 3), 23: (2, 4)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_'), (22, '_'), (23, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
19790222003439A,"{'doc_key': 'faa/215_19790222003439A', 'sentences': {0: ['acrft', 'was', 'serviced', '65', 'days', 'prior', 'to', 'accident', '.'], 1: ['had', 'not', 'been', 'flown', 'prior', 'to', 'date', 'of', 'accident', '.'], 2: ['water', 'found', 'in', 'fuel', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8], 1: [9, 10, 11, 12, 13, 14, 15, 16, 17, 18], 2: [19, 20, 21, 22, 23]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (1, 0), 10: (1, 1), 11: (1, 2), 12: (1, 3), 13: (1, 4), 14: (1, 5), 15: (1, 6), 16: (1, 7), 17: (1, 8), 18: (1, 9), 19: (2, 0), 20: (2, 1), 21: (2, 2), 22: (2, 3), 23: (2, 4)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_'), (22, '_'), (23, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]', 2: 'None [+ E]'}",None [+ E]
19790222003439A,"{'doc_key': 'faa/215_19790222003439A', 'sentences': {0: ['acrft', 'was', 'serviced', '65', 'days', 'prior', 'to', 'accident', '.'], 1: ['had', 'not', 'been', 'flown', 'prior', 'to', 'date', 'of', 'accident', '.'], 2: ['water', 'found', 'in', 'fuel', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8], 1: [9, 10, 11, 12, 13, 14, 15, 16, 17, 18], 2: [19, 20, 21, 22, 23]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (1, 0), 10: (1, 1), 11: (1, 2), 12: (1, 3), 13: (1, 4), 14: (1, 5), 15: (1, 6), 16: (1, 7), 17: (1, 8), 18: (1, 9), 19: (2, 0), 20: (2, 1), 21: (2, 2), 22: (2, 3), 23: (2, 4)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_'), (22, '_'), (23, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]', 2: 'None [+ E]'}",None [+ E]
19790204002289A,"{'doc_key': 'faa/216_19790204002289A', 'sentences': {0: ['after', 'a', 'forced', 'landing', 'ice', 'was', 'found', 'in', 'gascolator', 'and', 'in', 'flexible', 'hose', 'between', 'air', 'filter', 'and', 'carburator', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (0, 10), 11: (0, 11), 12: (0, 12), 13: (0, 13), 14: (0, 14), 15: (0, 15), 16: (0, 16), 17: (0, 17), 18: (0, 18)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}",{0: ''},None [+ E]
19790319004969A,"{'doc_key': 'faa/217_19790319004969A', 'sentences': {0: ['engine', 'failure', 'on', 'takeoff', '.'], 1: ['contaminated', 'fuel', 'found', 'in', 'aircraft', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4], 1: [5, 6, 7, 8, 9, 10]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (1, 0), 6: (1, 1), 7: (1, 2), 8: (1, 3), 9: (1, 4), 10: (1, 5)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
19790319004969A,"{'doc_key': 'faa/217_19790319004969A', 'sentences': {0: ['engine', 'failure', 'on', 'takeoff', '.'], 1: ['contaminated', 'fuel', 'found', 'in', 'aircraft', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4], 1: [5, 6, 7, 8, 9, 10]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (1, 0), 6: (1, 1), 7: (1, 2), 8: (1, 3), 9: (1, 4), 10: (1, 5)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
19790405013359I,"{'doc_key': 'faa/218_19790405013359I', 'sentences': {0: ['pilot', 'attempted', 'takeoff', 'with', 'obstruction', '(', 'magazine', ')', 'between', 'rudder', 'and', 'vertical', 'stabilizer', 'ze', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (0, 10), 11: (0, 11), 12: (0, 12), 13: (0, 13), 14: (0, 14)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}",{0: ''},None [+ E]
19790316004809A,"{'doc_key': 'faa/219_19790316004809A', 'sentences': {0: ['engine', 'stopped', 'on', 'final', 'approach', '.'], 1: ['aircraft', 'struck', 'ground', 'short', 'of', 'runway', '.'], 2: ['water', 'in', 'fuel', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5], 1: [6, 7, 8, 9, 10, 11, 12], 2: [13, 14, 15, 16]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (1, 0), 7: (1, 1), 8: (1, 2), 9: (1, 3), 10: (1, 4), 11: (1, 5), 12: (1, 6), 13: (2, 0), 14: (2, 1), 15: (2, 2), 16: (2, 3)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
19790316004809A,"{'doc_key': 'faa/219_19790316004809A', 'sentences': {0: ['engine', 'stopped', 'on', 'final', 'approach', '.'], 1: ['aircraft', 'struck', 'ground', 'short', 'of', 'runway', '.'], 2: ['water', 'in', 'fuel', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5], 1: [6, 7, 8, 9, 10, 11, 12], 2: [13, 14, 15, 16]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (1, 0), 7: (1, 1), 8: (1, 2), 9: (1, 3), 10: (1, 4), 11: (1, 5), 12: (1, 6), 13: (2, 0), 14: (2, 1), 15: (2, 2), 16: (2, 3)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]', 2: 'None [+ E]'}",None [+ E]
19790316004809A,"{'doc_key': 'faa/219_19790316004809A', 'sentences': {0: ['engine', 'stopped', 'on', 'final', 'approach', '.'], 1: ['aircraft', 'struck', 'ground', 'short', 'of', 'runway', '.'], 2: ['water', 'in', 'fuel', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5], 1: [6, 7, 8, 9, 10, 11, 12], 2: [13, 14, 15, 16]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (1, 0), 7: (1, 1), 8: (1, 2), 9: (1, 3), 10: (1, 4), 11: (1, 5), 12: (1, 6), 13: (2, 0), 14: (2, 1), 15: (2, 2), 16: (2, 3)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]', 2: 'None [+ E]'}",None [+ E]
19790421024889I,"{'doc_key': 'faa/220_19790421024889I', 'sentences': {0: ['pilot', 'took', 'off', 'with', 'the', 'engine', 'not', 'operating', 'properly', '.'], 1: ['mushed', 'back', 'to', 'the', 'ground', 'beyond', 'the', 'runway', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9], 1: [10, 11, 12, 13, 14, 15, 16, 17, 18]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (1, 0), 11: (1, 1), 12: (1, 2), 13: (1, 3), 14: (1, 4), 15: (1, 5), 16: (1, 6), 17: (1, 7), 18: (1, 8)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
19790421024889I,"{'doc_key': 'faa/220_19790421024889I', 'sentences': {0: ['pilot', 'took', 'off', 'with', 'the', 'engine', 'not', 'operating', 'properly', '.'], 1: ['mushed', 'back', 'to', 'the', 'ground', 'beyond', 'the', 'runway', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9], 1: [10, 11, 12, 13, 14, 15, 16, 17, 18]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (1, 0), 11: (1, 1), 12: (1, 2), 13: (1, 3), 14: (1, 4), 15: (1, 5), 16: (1, 6), 17: (1, 7), 18: (1, 8)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
